case,concept_index,concept,target_class_index,target_class,target_dice,target_iou,pred_voxels,target_gt_voxels,target_intersection,pred_ratio
CYST_PA69.nii.gz,68,right anterior pararenal compartment,8,duodenum,4.527960153930142e-12,4.527960153930142e-12,483,21602,0,4.6553319454082815e-05
CYST_PA69.nii.gz,69,peripancreatic duodenal groove,8,duodenum,0.16933081603033634,0.09249667690749187,2233,21602,2018,0.0002152247667514843
CYST_PA69.nii.gz,70,between the pancreatic head and right renal hilum,8,duodenum,4.553734061910046e-12,4.553734061910046e-12,358,21602,0,3.4505358932839846e-05
CYST_PA69.nii.gz,71,duodenum curves around the pancreatic head in the right upper abdomen,8,duodenum,0.3624262592672726,0.22131904674292757,4842,21602,4792,0.0004666897987508674
CYST_PA69.nii.gz,72,pancreas,9,pancreas,0.8243271008837016,0.70115344285273,36866,50740,36108,0.003553280900609145
CYST_PA69.nii.gz,73,pancreatic parenchyma,9,pancreas,0.8286019501331584,0.7073615584622854,37254,50740,36456,0.003590677770067083
CYST_PA69.nii.gz,74,lobulated transverse retroperitoneal gland,9,pancreas,0.0899680030131941,0.04710287741614682,2390,50740,2390,0.00023035700516616547
CYST_PA69.nii.gz,75,elongated soft-tissue organ across the epigastrium,9,pancreas,7.571168988486091e-13,7.571168988486091e-13,81340,50740,0,0.007839848870383222
CYST_PA69.nii.gz,76,anterior pararenal compartment,9,pancreas,1.9708316909697066e-12,1.9708316909697066e-12,0,50740,0,0.0
CYST_PA69.nii.gz,77,retrogastric pancreatic bed,9,pancreas,0.4451080859845298,0.2862630398765989,15226,50740,14681,0.001467537975171563
CYST_PA69.nii.gz,78,from the duodenal C-loop toward the splenic hilum,9,pancreas,0.0004900159272667787,0.0002450680081218249,6401,50740,14,0.0006169519623718097
CYST_PA69.nii.gz,79,pancreas lies posterior to the stomach and extends transversely toward the spleen,9,pancreas,0.733769329503412,0.5794910410882386,31065,50740,30013,0.0029941591487393014
CYST_PA69.nii.gz,80,esophagus,10,esophagus,0.4192668888274334,0.2652357225084293,2217,7686,2076,0.0002136826278047652
CYST_PA69.nii.gz,81,distal thoracic esophagus,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,82,small collapsed tubular foregut lumen,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,83,thin-walled structure at the esophageal hiatus,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,84,posterior mediastinal compartment,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,85,gastroesophageal junction region,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,86,posterior to the left atrium and anterior to the vertebral column,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA69.nii.gz,87,distal esophagus enters the abdomen through the diaphragmatic hiatus above the stomach,10,esophagus,1.3010668748204388e-11,1.3010668748204388e-11,0,7686,0,0.0
CYST_PA74.nii.gz,0,spleen,0,spleen,0.9418788253533095,0.8901426867937172,264696,293259,262763,0.017892116007554953
CYST_PA74.nii.gz,1,splenic parenchyma,0,spleen,0.9448106201262632,0.8953943606211588,266885,293259,264615,0.018040081378926407
CYST_PA74.nii.gz,2,homogeneous left upper quadrant solid organ,0,spleen,3.409955022692088e-13,3.409955022692088e-13,0,293259,0,0.0
CYST_PA74.nii.gz,3,crescentic organ with smooth lateral convexity,0,spleen,3.409955022692088e-13,3.409955022692088e-13,0,293259,0,0.0
CYST_PA74.nii.gz,4,left hypochondrial region,0,spleen,3.409955022692088e-13,3.409955022692088e-13,0,293259,0,0.0
CYST_PA74.nii.gz,5,left subphrenic compartment,0,spleen,3.409955022692088e-13,3.409955022692088e-13,0,293259,0,0.0
CYST_PA74.nii.gz,6,posterolateral to the gastric fundus,0,spleen,2.665635954097038e-13,2.665635954097038e-13,81886,293259,0,0.005535081041627546
CYST_PA74.nii.gz,7,spleen lies beneath the left hemidiaphragm along the left lateral abdominal wall,0,spleen,0.8708869017922495,0.7713017439746812,227881,293259,226927,0.015403607489035083
CYST_PA74.nii.gz,8,right kidney,1,right_kidney,0.949252958686267,0.9034076912550492,99614,109009,99018,0.006733404524347097
CYST_PA74.nii.gz,9,right renal parenchyma,1,right_kidney,0.9462231295785055,0.8979349956695101,99166,109009,98490,0.006703121981462487
CYST_PA74.nii.gz,10,right-sided reniform retroperitoneal organ,1,right_kidney,0.8774390745925215,0.7816404924963268,85327,109009,85259,0.005767675305167594
CYST_PA74.nii.gz,11,right renal cortex with central renal sinus,1,right_kidney,0.7286394065920269,0.5731178159605417,62475,109009,62475,0.004222995238205321
CYST_PA74.nii.gz,12,right renal fossa,1,right_kidney,0.9099291027835464,0.834743047545967,91422,109009,91189,0.006179666597314236
CYST_PA74.nii.gz,13,right posterior pararenal region,1,right_kidney,0.0018147156954560484,0.0009081818941546953,99,109009,99,6.691901217804351e-06
CYST_PA74.nii.gz,14,caudal to the right hepatic lobe,1,right_kidney,9.131669543134233e-13,9.131669543134233e-13,500,109009,0,3.3797480898001774e-05
CYST_PA74.nii.gz,15,right kidney is positioned in the right posterior retroperitoneum adjacent to the psoas muscle,1,right_kidney,0.6021918861759904,0.4308115543333968,47021,109009,46980,0.0031783826986098826
CYST_PA74.nii.gz,16,left kidney,2,left_kidney,0.9466896796238135,0.8987756611800268,122091,134576,121492,0.008252736480635868
CYST_PA74.nii.gz,17,left renal parenchyma,2,left_kidney,0.942076742536766,0.8904962962963774,120641,134576,120217,0.008154723786031663
CYST_PA74.nii.gz,18,left-sided bean-shaped retroperitoneal organ,2,left_kidney,0.8643997048593383,0.7611830575936666,102599,134576,102507,0.006935175485308168
CYST_PA74.nii.gz,19,left renal cortex surrounding the collecting sinus,2,left_kidney,0.8393289094131884,0.7231410485023455,97345,134576,97329,0.0065800315560319645
CYST_PA74.nii.gz,20,left renal fossa,2,left_kidney,0.9130245424997729,0.8399679461020828,113402,134576,113205,0.007665403857590394
CYST_PA74.nii.gz,21,left posterior pararenal region,2,left_kidney,7.430745452378261e-13,7.430745452378261e-13,0,134576,0,0.0
CYST_PA74.nii.gz,22,posteroinferior to the spleen,2,left_kidney,5.135876084148031e-05,2.5680040189245406e-05,21191,134576,4,0.001432404835419111
CYST_PA74.nii.gz,23,left kidney is positioned in the left posterior retroperitoneum near the splenic hilum,2,left_kidney,0.4764679688404811,0.3127390557573195,47325,134576,43335,0.0031989315669958677
CYST_PA74.nii.gz,24,gallbladder,3,gallbladder,0.8348984669719983,0.7165885918995709,22192,27644,20804,0.0015000673921769106
CYST_PA74.nii.gz,25,cystic biliary reservoir,3,gallbladder,0.7498037505456829,0.5997488401311621,18216,27644,17193,0.0012313098240760005
CYST_PA74.nii.gz,26,thin-walled pear-shaped fluid structure,3,gallbladder,3.6174215019403216e-12,3.6174215019403216e-12,0,27644,0,0.0
CYST_PA74.nii.gz,27,hypodense intraluminal bile-containing sac,3,gallbladder,0.5609680582084706,0.38982321512034346,11114,27644,10871,0.0007512504054007833
CYST_PA74.nii.gz,28,gallbladder fossa,3,gallbladder,0.8139284531305607,0.6862389164292179,20660,27644,19658,0.0013965119107054332
CYST_PA74.nii.gz,29,inferior hepatic surface,3,gallbladder,0.005831199117611447,0.002924125136874472,426465,27644,1324,0.02882688538233265
CYST_PA74.nii.gz,30,adjacent to hepatic segment IVb and segment V,3,gallbladder,0.16838231065855316,0.09193092621949157,7134,27644,2928,0.00048222245745268926
CYST_PA74.nii.gz,31,gallbladder lies along the undersurface of the liver near the porta hepatis,3,gallbladder,0.781170754576723,0.6409189453820515,19283,27644,18329,0.0013034336483123362
CYST_PA74.nii.gz,32,liver,4,liver,0.9512739071244776,0.9070756545364155,1040538,1109501,1022638,0.07033512635728993
CYST_PA74.nii.gz,33,hepatic parenchyma,4,liver,0.953550957378792,0.9112254094956074,1030091,1109501,1020105,0.06962896179140708
CYST_PA74.nii.gz,34,large right-dominant solid visceral organ,4,liver,9.012987715296932e-14,9.012987715296932e-14,9,1109501,0,6.083546561640319e-07
CYST_PA74.nii.gz,35,homogeneous hepatic attenuation structure,4,liver,0.8945483446389653,0.8092152563169485,906162,1109501,901554,0.06125198577099016
CYST_PA74.nii.gz,36,right hypochondrial region,4,liver,0.0013890621229318734,0.0006950137701622961,4920,1109501,774,0.0003325672120363374
CYST_PA74.nii.gz,37,right subdiaphragmatic compartment,4,liver,9.013060826442787e-14,9.013060826442787e-14,0,1109501,0,0.0
CYST_PA74.nii.gz,38,cranial to the gallbladder and right kidney,4,liver,9.013060826442787e-14,9.013060826442787e-14,0,1109501,0,0.0
CYST_PA74.nii.gz,39,liver occupies the right upper abdomen and extends into the epigastrium,4,liver,0.6931842452563377,0.5304376249981289,590076,1109501,589060,0.039886164676738584
CYST_PA74.nii.gz,40,stomach,5,stomach,0.6438006118410282,0.4747094103287712,129847,203573,107328,0.008777003004325672
CYST_PA74.nii.gz,41,gastric lumen,5,stomach,0.6289370631992315,0.4587222412028431,116653,203573,100701,0.007885155078389201
CYST_PA74.nii.gz,42,hollow foregut organ with variable distension,5,stomach,0.4849373089618318,0.3200773881045023,75494,203573,67665,0.0051030140458274914
CYST_PA74.nii.gz,43,air-fluid containing gastric cavity,5,stomach,0.6271943288448416,0.45687043841919434,112412,203573,99092,0.00759848484541235
CYST_PA74.nii.gz,44,epigastric region,5,stomach,0.5689802194731359,0.3976047202253646,82567,203573,81404,0.005581113210610625
CYST_PA74.nii.gz,45,left upper intraperitoneal space,5,stomach,4.912242782684878e-13,4.912242782684878e-13,0,203573,0,0.0
CYST_PA74.nii.gz,46,medial to the spleen and ventral to the pancreas,5,stomach,4.898622997073123e-13,4.898622997073123e-13,566,203573,0,3.8258748376538005e-05
CYST_PA74.nii.gz,47,stomach is seen below the left hemidiaphragm anterior to the pancreatic body,5,stomach,0.36416887665674447,0.22262009290591103,45674,203573,45384,0.0030873322850706658
CYST_PA74.nii.gz,48,aorta,6,aorta,0.9504489054777056,0.9055765940679619,48802,50328,47109,0.0032987693255685647
CYST_PA74.nii.gz,49,abdominal aorta,6,aorta,0.7914593796865208,0.6548885212328549,33694,50328,33250,0.0022775446427545434
CYST_PA74.nii.gz,50,thick-walled pulsatile arterial lumen,6,aorta,0.932157803462276,0.8729359136441254,45969,50328,44882,0.003107272798800487
CYST_PA74.nii.gz,51,round prevertebral arterial structure,6,aorta,1.9869655062748627e-12,1.9869655062748627e-12,0,50328,0,0.0
CYST_PA74.nii.gz,52,left para-aortic compartment,6,aorta,1.9869655062748627e-12,1.9869655062748627e-12,0,50328,0,0.0
CYST_PA74.nii.gz,53,anterior vertebral body margin,6,aorta,1.9869655062748627e-12,1.9869655062748627e-12,0,50328,0,0.0
CYST_PA74.nii.gz,54,left of the inferior vena cava,6,aorta,1.6771769757116643e-12,1.6771769757116643e-12,9296,50328,0,0.0006283627648556489
CYST_PA74.nii.gz,55,abdominal aorta descends anterior to the spine on the left side of midline,6,aorta,0.06158645791387604,0.03177157844732203,1599,50328,1599,0.00010808434391180967
CYST_PA74.nii.gz,56,inferior vena cava,7,inferior_vena_cava,0.8217620324418169,0.697449967722087,26172,26415,21607,0.0017690953401250048
CYST_PA74.nii.gz,57,IVC,7,inferior_vena_cava,0.8212136313109571,0.6966602712116787,25759,26415,21423,0.0017411786209032552
CYST_PA74.nii.gz,58,thin-walled right-sided venous channel,7,inferior_vena_cava,0.5211800723642606,0.3524297060287107,9515,26415,9363,0.0006431660614889737
CYST_PA74.nii.gz,59,oval paracaval vascular lumen,7,inferior_vena_cava,0.4420922278587036,0.28377304213148197,7501,26415,7497,0.0005070298084318226
CYST_PA74.nii.gz,60,right paracaval compartment,7,inferior_vena_cava,3.785727806156405e-12,3.785727806156405e-12,0,26415,0,0.0
CYST_PA74.nii.gz,61,retrohepatic caval segment,7,inferior_vena_cava,0.49097390560533016,0.32535812828618,8650,26415,8608,0.0005846964195354306
CYST_PA74.nii.gz,62,right of the abdominal aorta,7,inferior_vena_cava,3.5938903863303003e-12,3.5938903863303003e-12,1410,26415,0,9.5308896132365e-05
CYST_PA74.nii.gz,63,inferior vena cava courses along the right anterolateral aspect of the vertebral column,7,inferior_vena_cava,0.617917974580307,0.4470921140835241,12451,26415,12008,0.0008416248693220402
CYST_PA74.nii.gz,64,duodenum,8,duodenum,0.5891070237310848,0.4175419635941182,16592,25380,12363,0.0011215356061192907
CYST_PA74.nii.gz,65,duodenal C-loop,8,duodenum,0.5902786517995563,0.41872009142411715,14347,25380,11725,0.0009697849168872628
CYST_PA74.nii.gz,66,C-shaped proximal small bowel segment,8,duodenum,0.46240219490025813,0.30073026468195246,13984,25380,9101,0.0009452479457553136
CYST_PA74.nii.gz,67,retroperitoneal enteric loop encircling the pancreatic head,8,duodenum,3.939955084496513e-12,3.939955084496513e-12,1,25380,0,6.759496179600355e-08
CYST_PA74.nii.gz,68,right anterior pararenal compartment,8,duodenum,3.673499375491611e-12,3.673499375491611e-12,1842,25380,0,0.00012450991962823852
CYST_PA74.nii.gz,69,peripancreatic duodenal groove,8,duodenum,0.1201999629730783,0.06394295170174162,1625,25380,1623,0.00010984181291850575
CYST_PA74.nii.gz,70,between the pancreatic head and right renal hilum,8,duodenum,3.777290926932925e-12,3.777290926932925e-12,1094,25380,0,7.394888820482787e-05
CYST_PA74.nii.gz,71,duodenum curves around the pancreatic head in the right upper abdomen,8,duodenum,0.5046540445534576,0.3374831374086048,9321,25380,8756,0.000630052638900549
CYST_PA74.nii.gz,72,pancreas,9,pancreas,0.842815217684067,0.7283324414251979,64179,84385,62606,0.004338177053105711
CYST_PA74.nii.gz,73,pancreatic parenchyma,9,pancreas,0.8473231633936982,0.7350916896088201,64354,84385,63015,0.004350006171420012
CYST_PA74.nii.gz,74,lobulated transverse retroperitoneal gland,9,pancreas,0.0006160334565392946,0.00030811163239875794,26,84385,26,1.757469006696092e-06
CYST_PA74.nii.gz,75,elongated soft-tissue organ across the epigastrium,9,pancreas,4.686826268721674e-13,4.686826268721674e-13,128979,84385,0,0.00871833057748674
CYST_PA74.nii.gz,76,anterior pararenal compartment,9,pancreas,1.1850447354373584e-12,1.1850447354373584e-12,0,84385,0,0.0
CYST_PA74.nii.gz,77,retrogastric pancreatic bed,9,pancreas,0.23549275932872496,0.1334609197976618,12153,84385,11367,0.0008214815707068311
CYST_PA74.nii.gz,78,from the duodenal C-loop toward the splenic hilum,9,pancreas,0.006888100068662432,0.0034559525082121746,10271,84385,326,0.0006942678526067524
CYST_PA74.nii.gz,79,pancreas lies posterior to the stomach and extends transversely toward the spleen,9,pancreas,0.48665517803142516,0.32157587019656275,32252,84385,28381,0.0021800727078447064
CYST_PA74.nii.gz,80,esophagus,10,esophagus,0.16653840235236975,0.09083277368887117,3161,3336,541,0.0002136676742371672
CYST_PA74.nii.gz,81,distal thoracic esophagus,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,82,small collapsed tubular foregut lumen,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,83,thin-walled structure at the esophageal hiatus,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,84,posterior mediastinal compartment,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,85,gastroesophageal junction region,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,86,posterior to the left atrium and anterior to the vertebral column,10,esophagus,2.997601918375372e-11,2.997601918375372e-11,0,3336,0,0.0
CYST_PA74.nii.gz,87,distal esophagus enters the abdomen through the diaphragmatic hiatus above the stomach,10,esophagus,2.9069767441015412e-11,2.9069767441015412e-11,104,3336,0,7.029876026784368e-06
FNH_PA10.nii.gz,0,spleen,0,spleen,0.9587790334509174,0.9208218661103342,260518,278989,258634,0.014928015835324361
FNH_PA10.nii.gz,1,splenic parenchyma,0,spleen,0.9610295082088425,0.9249824858375593,262318,278989,260106,0.015031158146042178
FNH_PA10.nii.gz,2,homogeneous left upper quadrant solid organ,0,spleen,3.5843707099550214e-13,3.5843707099550214e-13,0,278989,0,0.0
FNH_PA10.nii.gz,3,crescentic organ with smooth lateral convexity,0,spleen,3.5843707099550214e-13,3.5843707099550214e-13,0,278989,0,0.0
FNH_PA10.nii.gz,4,left hypochondrial region,0,spleen,3.5843707099550214e-13,3.5843707099550214e-13,0,278989,0,0.0
FNH_PA10.nii.gz,5,left subphrenic compartment,0,spleen,3.5843707099550214e-13,3.5843707099550214e-13,0,278989,0,0.0
FNH_PA10.nii.gz,6,posterolateral to the gastric fundus,0,spleen,3.1554799642789707e-13,3.1554799642789707e-13,37920,278989,0,0.002172864679121979
FNH_PA10.nii.gz,7,spleen lies beneath the left hemidiaphragm along the left lateral abdominal wall,0,spleen,0.9423277361765918,0.8909449253875357,251578,278989,249984,0.014415742358759212
FNH_PA10.nii.gz,8,right kidney,1,right_kidney,0.9575637585641193,0.9185825669732921,96133,95802,91895,0.005508544309019864
FNH_PA10.nii.gz,9,right renal parenchyma,1,right_kidney,0.955430766340336,0.9146648547105054,95810,95802,91536,0.005490035994374389
FNH_PA10.nii.gz,10,right-sided reniform retroperitoneal organ,1,right_kidney,0.9133584761434189,0.8405333829890131,82115,95802,81251,0.0047052949136630095
FNH_PA10.nii.gz,11,right renal cortex with central renal sinus,1,right_kidney,0.822166014057554,0.6980321708070598,68666,95802,67610,0.003934649948749732
FNH_PA10.nii.gz,12,right renal fossa,1,right_kidney,0.946759632869607,0.8989017724882271,90072,95802,87989,0.005161241228319486
FNH_PA10.nii.gz,13,right posterior pararenal region,1,right_kidney,1.0438195444760612e-12,1.0438195444760612e-12,0,95802,0,0.0
FNH_PA10.nii.gz,14,caudal to the right hepatic lobe,1,right_kidney,1.041211136793235e-12,1.041211136793235e-12,240,95802,0,1.375230809570873e-05
FNH_PA10.nii.gz,15,right kidney is positioned in the right posterior retroperitoneum adjacent to the psoas muscle,1,right_kidney,0.688027925071486,0.5244226902537478,54314,95802,51642,0.0031122619246263497
FNH_PA10.nii.gz,16,left kidney,2,left_kidney,0.9651279557730912,0.9326060754632871,93100,96106,91304,0.005334749515460345
FNH_PA10.nii.gz,17,left renal parenchyma,2,left_kidney,0.9637264471227488,0.9299923214743486,92406,96106,90837,0.005294982424550254
FNH_PA10.nii.gz,18,left-sided bean-shaped retroperitoneal organ,2,left_kidney,0.9100131610906703,0.8348845404421097,80931,96106,80553,0.00463745019372418
FNH_PA10.nii.gz,19,left renal cortex surrounding the collecting sinus,2,left_kidney,0.8712455415807026,0.7718645406733761,74358,96106,74258,0.004260808855752957
FNH_PA10.nii.gz,20,left renal fossa,2,left_kidney,0.9481169000609136,0.9013519659322142,87846,96106,87204,0.005033688570731788
FNH_PA10.nii.gz,21,left posterior pararenal region,2,left_kidney,1.0405177616371085e-12,1.0405177616371085e-12,0,96106,0,0.0
FNH_PA10.nii.gz,22,posteroinferior to the spleen,2,left_kidney,1.908979936620047e-05,9.544991266324755e-06,8662,96106,1,0.0004963437196876209
FNH_PA10.nii.gz,23,left kidney is positioned in the left posterior retroperitoneum near the splenic hilum,2,left_kidney,0.6683873802138524,0.5019383041905499,49570,96106,48684,0.002840424634601174
FNH_PA10.nii.gz,24,gallbladder,3,gallbladder,0.8605011389524818,0.7551575243892725,19997,23903,18888,0.0011458537707911979
FNH_PA10.nii.gz,25,cystic biliary reservoir,3,gallbladder,0.8402864185941066,0.7245637475212577,18692,23903,17896,0.0010710755955207817
FNH_PA10.nii.gz,26,thin-walled pear-shaped fluid structure,3,gallbladder,4.183575283419723e-12,4.183575283419723e-12,0,23903,0,0.0
FNH_PA10.nii.gz,27,hypodense intraluminal bile-containing sac,3,gallbladder,0.8101646419829535,0.6809048298362302,17338,23903,16706,0.0009934896573474915
FNH_PA10.nii.gz,28,gallbladder fossa,3,gallbladder,0.8484115540261212,0.7367315615165331,19095,23903,18240,0.001094168012864826
FNH_PA10.nii.gz,29,inferior hepatic surface,3,gallbladder,0.005090045226908034,0.002551516280187476,466073,23903,1247,0.026706581212880227
FNH_PA10.nii.gz,30,adjacent to hepatic segment IVb and segment V,3,gallbladder,0.02121272763984653,0.010720064728254045,6079,23903,318,0.0003483345038075557
FNH_PA10.nii.gz,31,gallbladder lies along the undersurface of the liver near the porta hepatis,3,gallbladder,0.8387470728713947,0.7222776823874045,19228,23903,18088,0.0011017890836011977
FNH_PA10.nii.gz,32,liver,4,liver,0.9691147699885353,0.9400801774779136,1262695,1320611,1251760,0.0723540444621289
FNH_PA10.nii.gz,33,hepatic parenchyma,4,liver,0.9670886979155167,0.9362746791170454,1258108,1320611,1246925,0.07209120347364967
FNH_PA10.nii.gz,34,large right-dominant solid visceral organ,4,liver,8.783427194852853e-05,4.39190648116634e-05,58,1320611,58,3.323474456462943e-06
FNH_PA10.nii.gz,35,homogeneous hepatic attenuation structure,4,liver,0.9389089279551612,0.8848523493330177,1174238,1320611,1171218,0.06728534480703678
FNH_PA10.nii.gz,36,right hypochondrial region,4,liver,0.033349210365789465,0.01695736250769027,23049,1320611,22405,0.0013207372887416272
FNH_PA10.nii.gz,37,right subdiaphragmatic compartment,4,liver,7.57225254067946e-14,7.57225254067946e-14,0,1320611,0,0.0
FNH_PA10.nii.gz,38,cranial to the gallbladder and right kidney,4,liver,3.325339929094433e-05,1.66269761349977e-05,2562,1320611,22,0.0001468058889216907
FNH_PA10.nii.gz,39,liver occupies the right upper abdomen and extends into the epigastrium,4,liver,0.7622171219029483,0.6157922648556807,815203,1320611,813977,0.04671217840227518
FNH_PA10.nii.gz,40,stomach,5,stomach,0.7155572308853245,0.5570954565602835,97078,162904,93016,0.005562694022146717
FNH_PA10.nii.gz,41,gastric lumen,5,stomach,0.6818366256484467,0.5172626086535426,86009,162904,84859,0.004928426112515884
FNH_PA10.nii.gz,42,hollow foregut organ with variable distension,5,stomach,0.32947932422420106,0.1972315153008212,32131,162904,32130,0.0018411475475967384
FNH_PA10.nii.gz,43,air-fluid containing gastric cavity,5,stomach,0.6394481298285996,0.46999173191997595,78892,162904,77308,0.004520612876194388
FNH_PA10.nii.gz,44,epigastric region,5,stomach,0.3323522938412905,0.1992940670948103,32467,162904,32466,0.0018604007789307306
FNH_PA10.nii.gz,45,left upper intraperitoneal space,5,stomach,6.138584687910586e-13,6.138584687910586e-13,0,162904,0,0.0
FNH_PA10.nii.gz,46,medial to the spleen and ventral to the pancreas,5,stomach,5.80622310992585e-13,5.80622310992585e-13,9325,162904,0,0.0005343344708020163
FNH_PA10.nii.gz,47,stomach is seen below the left hemidiaphragm anterior to the pancreatic body,5,stomach,0.09028711771294645,0.047277849225888124,8106,162904,7720,0.0004644842059325623
FNH_PA10.nii.gz,48,aorta,6,aorta,0.9454474376289262,0.8965389411252771,28151,28125,26603,0.0016130884383429018
FNH_PA10.nii.gz,49,abdominal aorta,6,aorta,0.7205488696440883,0.5631702943156821,16330,28125,16016,0.0009357299633455148
FNH_PA10.nii.gz,50,thick-walled pulsatile arterial lumen,6,aorta,0.9367840319655111,0.8810853675359224,26434,28125,25555,0.0015147021341748524
FNH_PA10.nii.gz,51,round prevertebral arterial structure,6,aorta,3.555555555542913e-12,3.555555555542913e-12,0,28125,0,0.0
FNH_PA10.nii.gz,52,left para-aortic compartment,6,aorta,3.555555555542913e-12,3.555555555542913e-12,0,28125,0,0.0
FNH_PA10.nii.gz,53,anterior vertebral body margin,6,aorta,3.555555555542913e-12,3.555555555542913e-12,0,28125,0,0.0
FNH_PA10.nii.gz,54,left of the inferior vena cava,6,aorta,2.48428688544336e-12,2.48428688544336e-12,12128,28125,0,0.0006949499691031478
FNH_PA10.nii.gz,55,abdominal aorta descends anterior to the spine on the left side of midline,6,aorta,3.555555555542913e-12,3.555555555542913e-12,0,28125,0,0.0
FNH_PA10.nii.gz,56,inferior vena cava,7,inferior_vena_cava,0.9153148415933807,0.8438530153193624,37564,38506,34814,0.002152465422113345
FNH_PA10.nii.gz,57,IVC,7,inferior_vena_cava,0.914642006814019,0.8427099745489208,37515,38506,34766,0.0021496576592104706
FNH_PA10.nii.gz,58,thin-walled right-sided venous channel,7,inferior_vena_cava,0.8671116765056716,0.7653990764345167,31455,38506,30332,0.0018024118797938253
FNH_PA10.nii.gz,59,oval paracaval vascular lumen,7,inferior_vena_cava,0.7807131968131187,0.6403031631057712,25123,38506,24838,0.0014395801512020435
FNH_PA10.nii.gz,60,right paracaval compartment,7,inferior_vena_cava,2.5969978704550015e-12,2.5969978704550015e-12,0,38506,0,0.0
FNH_PA10.nii.gz,61,retrohepatic caval segment,7,inferior_vena_cava,0.658727153822912,0.4911209197303143,19600,38506,19138,0.0011231051611495463
FNH_PA10.nii.gz,62,right of the abdominal aorta,7,inferior_vena_cava,2.549069589593298e-12,2.549069589593298e-12,724,38506,0,4.1486129422054666e-05
FNH_PA10.nii.gz,63,inferior vena cava courses along the right anterolateral aspect of the vertebral column,7,inferior_vena_cava,0.7892900157503022,0.6519232731362822,26256,38506,25558,0.001504502505670535
FNH_PA10.nii.gz,64,duodenum,8,duodenum,0.7842902711328542,0.6451295506736449,21763,23381,17703,0.001247047837862121
FNH_PA10.nii.gz,65,duodenal C-loop,8,duodenum,0.7796907050179085,0.6389287602944816,20008,23381,16915,0.0011464840849122512
FNH_PA10.nii.gz,66,C-shaped proximal small bowel segment,8,duodenum,0.7558382288688745,0.6075079996893487,17813,23381,15568,0.0010207077671202484
FNH_PA10.nii.gz,67,retroperitoneal enteric loop encircling the pancreatic head,8,duodenum,4.276977032615042e-12,4.276977032615042e-12,0,23381,0,0.0
FNH_PA10.nii.gz,68,right anterior pararenal compartment,8,duodenum,4.2545949625414624e-12,4.2545949625414624e-12,123,23381,0,7.048057899050724e-06
FNH_PA10.nii.gz,69,peripancreatic duodenal groove,8,duodenum,0.06303343513012671,0.03254234547830156,2161,23381,805,0.00012382807414511069
FNH_PA10.nii.gz,70,between the pancreatic head and right renal hilum,8,duodenum,3.962750148587427e-12,3.962750148587427e-12,1854,23381,0,0.00010623658003934994
FNH_PA10.nii.gz,71,duodenum curves around the pancreatic head in the right upper abdomen,8,duodenum,0.7133119690734185,0.5543783356412162,15937,23381,14023,0.0009132105588387918
FNH_PA10.nii.gz,72,pancreas,9,pancreas,0.8968567535266199,0.8130011731422083,61707,69654,58906,0.003535890315257911
FNH_PA10.nii.gz,73,pancreatic parenchyma,9,pancreas,0.9029457223384679,0.8230638544733725,62334,69654,59589,0.0035718182201579496
FNH_PA10.nii.gz,74,lobulated transverse retroperitoneal gland,9,pancreas,0.08076048770533752,0.04207942114014689,2931,69654,2931,0.00016795006261884285
FNH_PA10.nii.gz,75,elongated soft-tissue organ across the epigastrium,9,pancreas,6.372267890138041e-13,6.372267890138041e-13,87276,69654,0,0.005001026839004479
FNH_PA10.nii.gz,76,anterior pararenal compartment,9,pancreas,1.435667729058725e-12,1.435667729058725e-12,0,69654,0,0.0
FNH_PA10.nii.gz,77,retrogastric pancreatic bed,9,pancreas,0.6112261726694174,0.44011930570783897,34638,69654,31873,0.0019848018659131624
FNH_PA10.nii.gz,78,from the duodenal C-loop toward the splenic hilum,9,pancreas,0.0175790144833118,0.008867447738331188,18178,69654,772,0.001041622735682472
FNH_PA10.nii.gz,79,pancreas lies posterior to the stomach and extends transversely toward the spleen,9,pancreas,0.77044626245655,0.6266064173788428,48057,69654,45345,0.0027537277923144767
FNH_PA10.nii.gz,80,esophagus,10,esophagus,0.4558114622534598,0.2951786333924669,2030,1704,851,0.000116321605976203
